day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
2;300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;400;PEARLS;9996;5;9995;123;;;9998;1;10004;5;10005;123;9997.0;0.0
2;400;BANANAS;4822;21;4821;107;;;4827;57;4828;51;4829;20;4824.5;0.0
2;400;COCONUTS;7925;120;7924;478;7923;209;7926;205;7927;478;7928;181;7925.5;0.0
2;400;DIVING_GEAR;99194;27;99193;27;99192;19;99195;8;99196;28;99197;40;99194.5;0.0
2;400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;400;PINA_COLADAS;14855;103;14853;103;14850;72;14856;74;14858;40;14859;63;14855.5;0.0
2;400;BERRIES;3849;19;3848;80;3847;175;3854;38;3855;193;3856;91;3851.5;0.0
2;500;BERRIES;3849;19;3848;96;3847;224;3854;54;3855;242;3856;91;3851.5;0.0
2;500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;500;PEARLS;10000;5;9996;5;9995;145;10004;5;10005;145;;;10002.0;0.0
2;500;BANANAS;4822;21;4821;129;;;4827;57;4828;73;4829;20;4824.5;0.0
2;500;COCONUTS;7925;120;7924;684;7923;209;7926;205;7927;684;7928;181;7925.5;0.0
2;500;DIVING_GEAR;99194;53;99193;27;99192;19;99195;8;99196;28;99197;66;99194.5;0.0
2;500;PINA_COLADAS;14855;103;14854;95;14853;103;14856;74;14857;95;14858;40;14855.5;0.0
2;600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;600;PINA_COLADAS;14855;12;14854;95;14853;103;14856;74;14857;95;14858;40;14855.5;0.0
2;600;BERRIES;3849;19;3848;96;3847;224;3853;20;3854;97;3855;242;3851.0;0.0
2;600;PEARLS;10000;5;9996;5;9995;174;10004;5;10005;174;;;10002.0;0.0
2;600;BANANAS;4822;21;4821;158;;;4827;57;4828;102;4829;20;4824.5;0.0
2;600;COCONUTS;7925;120;7924;743;7923;342;7926;397;7927;684;7928;181;7925.5;0.0
2;600;DIVING_GEAR;99194;53;99193;56;99192;19;99195;8;99196;57;99197;66;99194.5;0.0
2;700;BANANAS;4822;22;4821;187;;;4827;57;4828;132;4829;20;4824.5;0.0
2;700;PEARLS;10000;9;9996;6;9995;203;10004;6;10005;203;;;10002.0;0.0
2;700;COCONUTS;7925;120;7924;937;7923;342;7926;463;7927;812;7928;181;7925.5;0.0
2;700;DIVING_GEAR;99194;53;99193;56;99192;19;99196;42;99197;66;99200;31;99195.0;0.0
2;700;PINA_COLADAS;14854;8;14853;103;14852;65;14856;74;14857;95;14858;40;14855.0;0.0
2;700;BERRIES;3849;19;3848;96;3847;224;3852;18;3853;70;3854;97;3850.5;0.0
2;700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;800;PEARLS;10000;8;9996;7;9995;230;10004;7;10005;230;;;10002.0;0.0
2;800;COCONUTS;7925;120;7924;1113;7923;342;7926;510;7927;941;7928;181;7925.5;0.0
2;800;DIVING_GEAR;99194;53;99193;56;99192;19;99196;27;99197;66;99200;31;99195.0;0.0
2;800;BANANAS;4826;1;4822;22;4821;215;4827;57;4828;160;4829;20;4826.5;0.0
2;800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;800;PINA_COLADAS;14853;2;14852;65;14851;161;14856;74;14857;95;14858;40;14854.5;0.0
2;800;BERRIES;3849;19;3848;96;3847;224;3852;18;3853;80;3854;145;3850.5;0.0
2;900;BERRIES;3849;24;3848;96;3847;224;3852;18;3853;97;3854;205;3850.5;0.0
2;900;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;900;BANANAS;4826;6;4822;23;4821;239;4827;57;4828;185;4829;20;4826.5;0.0
2;900;DIVING_GEAR;99194;53;99193;56;99192;19;99196;5;99197;66;99200;31;99195.0;0.0
2;900;PEARLS;10002;1;10000;8;9996;8;10004;8;10005;254;;;10003.0;0.0
2;900;COCONUTS;7925;120;7924;1292;7923;342;7926;510;7927;1120;7928;181;7925.5;0.0
2;900;PINA_COLADAS;14852;65;14851;161;14850;160;14853;86;14856;74;14857;95;14852.5;0.0
2;1000;PINA_COLADAS;14852;93;14851;226;14850;160;14853;86;14854;28;14855;65;14852.5;0.0
2;1000;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1000;BERRIES;3849;24;3848;96;3847;224;3852;18;3853;109;3854;251;3850.5;0.0
2;1000;DIVING_GEAR;99194;53;99193;56;99192;19;99197;49;99200;31;99201;10;99195.5;0.0
2;1000;PEARLS;10002;1;10000;8;9996;8;10004;8;10005;276;;;10003.0;0.0
2;1000;COCONUTS;7925;314;7924;1292;7923;342;7926;510;7927;1188;7928;307;7925.5;0.0
2;1000;BANANAS;4826;6;4822;45;4821;239;4827;57;4828;185;4829;42;4826.5;0.0
2;1100;BANANAS;4826;6;4823;1;4822;71;4827;63;4828;185;4829;69;4826.5;0.0
2;1100;DIVING_GEAR;99195;24;99194;53;99193;56;99197;49;99198;24;99200;31;99196.0;0.0
2;1100;PEARLS;10002;5;10000;8;9996;9;10004;9;10005;302;;;10003.0;0.0
2;1100;COCONUTS;7925;523;7924;1292;7923;342;7926;510;7927;1253;7928;451;7925.5;0.0
2;1100;PINA_COLADAS;14852;200;14851;226;14850;160;14853;86;14854;28;14855;172;14852.5;0.0
2;1100;BERRIES;3849;24;3848;96;3847;224;3852;18;3853;127;3854;303;3850.5;0.0
2;1100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1200;DIVING_GEAR;99196;26;99195;24;99194;53;99197;49;99198;24;99199;26;99196.5;0.0
2;1200;PEARLS;10002;5;10000;8;9996;11;10004;11;10005;324;;;10003.0;0.0
2;1200;COCONUTS;7925;597;7924;1483;7923;342;7926;510;7927;1444;7928;451;7925.5;0.0
2;1200;BANANAS;4826;6;4823;1;4822;95;4827;63;4828;187;4829;91;4826.5;0.0
2;1200;PINA_COLADAS;14852;200;14851;226;14850;246;14853;172;14854;28;14855;172;14852.5;0.0
2;1200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1200;BERRIES;3849;9;3848;96;3847;224;3852;18;3853;144;3854;354;3850.5;0.0
2;1300;BERRIES;3849;9;3848;96;3847;242;3852;18;3853;162;3854;410;3850.5;0.0
2;1300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1300;BANANAS;4826;5;4823;1;4822;126;4827;63;4828;187;4829;122;4826.5;0.0
2;1300;DIVING_GEAR;99196;3;99195;24;99194;53;99197;49;99198;24;99199;26;99196.5;0.0
2;1300;PEARLS;10002;4;10000;8;9996;12;10004;12;10005;354;;;10003.0;0.0
2;1300;COCONUTS;7925;597;7924;1637;7923;467;7926;712;7927;1444;7928;451;7925.5;0.0
2;1300;PINA_COLADAS;14852;94;14851;226;14850;246;14853;172;14854;28;14855;172;14852.5;0.0
2;1400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1400;PINA_COLADAS;14852;10;14851;226;14850;246;14853;172;14854;28;14855;172;14852.5;0.0
2;1400;DIVING_GEAR;99195;5;99194;53;99193;56;99197;49;99198;24;99199;26;99196.0;0.0
2;1400;PEARLS;10002;4;10000;8;9996;12;10004;12;10005;378;;;10003.0;0.0
2;1400;COCONUTS;7925;402;7924;1637;7923;467;7926;712;7927;1444;7928;451;7925.5;0.0
2;1400;BERRIES;3849;9;3848;96;3847;258;3852;18;3853;162;3854;426;3850.5;0.0
2;1400;BANANAS;4826;5;4823;1;4822;150;4827;63;4828;187;4829;146;4826.5;0.0
2;1500;BANANAS;4826;4;4823;1;4822;171;4827;63;4828;188;4829;166;4826.5;0.0
2;1500;DIVING_GEAR;99194;35;99193;56;99192;19;99197;49;99198;24;99199;26;99195.5;0.0
2;1500;PEARLS;10002;4;10000;8;9996;13;10004;13;10005;398;;;10003.0;0.0
2;1500;COCONUTS;7925;402;7924;1637;7923;675;7926;920;7927;1444;7928;451;7925.5;0.0
2;1500;BERRIES;3849;9;3848;96;3847;258;3852;18;3853;178;3854;476;3850.5;0.0
2;1500;PINA_COLADAS;14852;10;14851;226;14850;336;14853;262;14854;28;14855;172;14852.5;0.0
2;1500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1600;DIVING_GEAR;99194;13;99193;56;99192;19;99197;49;99198;24;99199;26;99195.5;0.0
2;1600;PEARLS;10002;4;10000;8;9996;13;10004;13;10005;426;;;10003.0;0.0
2;1600;COCONUTS;7925;227;7924;1637;7923;675;7926;920;7927;1444;7928;451;7925.5;0.0
2;1600;BERRIES;3849;9;3848;96;3847;258;3852;18;3853;194;3854;521;3850.5;0.0
2;1600;BANANAS;4826;4;4823;1;4822;171;4827;63;4828;216;4829;166;4826.5;0.0
2;1600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1600;PINA_COLADAS;14851;135;14850;336;14848;327;14853;262;14854;28;14855;172;14852.0;0.0
2;1700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1700;BANANAS;4826;4;4823;1;4822;171;4827;63;4828;241;4829;166;4826.5;0.0
2;1700;DIVING_GEAR;99193;40;99192;19;99191;21;99197;49;99198;24;99199;26;99195.0;0.0
2;1700;PEARLS;10002;4;10000;8;9996;13;10004;13;10005;451;;;10003.0;0.0
2;1700;COCONUTS;7925;16;7924;1637;7923;675;7926;920;7927;1444;7928;451;7925.5;0.0
2;1700;BERRIES;3850;4;3849;9;3848;96;3852;18;3853;213;3854;579;3851.0;0.0
2;1700;PINA_COLADAS;14851;41;14850;336;14848;327;14853;262;14854;28;14855;172;14852.0;0.0
2;1800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1800;PINA_COLADAS;14850;297;14848;327;14847;247;14853;262;14854;28;14855;172;14851.5;0.0
2;1800;DIVING_GEAR;99193;18;99192;19;99191;21;99197;49;99198;24;99199;26;99195.0;0.0
2;1800;PEARLS;10002;4;10000;8;9996;14;10004;14;10005;478;;;10003.0;0.0
2;1800;COCONUTS;7924;1517;7923;675;7922;778;7925;104;7926;920;7927;1444;7924.5;0.0
2;1800;BERRIES;3850;4;3849;9;3848;96;3852;18;3853;227;3854;621;3851.0;0.0
2;1800;BANANAS;4826;4;4823;1;4822;172;4827;63;4828;269;4829;166;4826.5;0.0
2;1900;BANANAS;4826;1;4823;1;4822;173;4827;63;4828;297;4829;166;4826.5;0.0
2;1900;DIVING_GEAR;99192;16;99191;21;99187;7;99197;49;99198;24;99199;26;99194.5;0.0
2;1900;PEARLS;10002;1;10000;8;9996;15;10004;15;10005;505;;;10003.0;0.0
2;1900;COCONUTS;7924;1517;7923;853;7922;778;7925;282;7926;920;7927;1444;7924.5;0.0
2;1900;BERRIES;3850;4;3849;9;3848;96;3852;18;3853;241;3854;664;3851.0;0.0
2;1900;PINA_COLADAS;14850;297;14848;418;14847;247;14851;27;14852;64;14853;262;14850.5;0.0
2;1900;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;2000;DIVING_GEAR;99191;11;99187;7;99186;37;99197;49;99198;24;99199;26;99194.0;0.0
2;2000;PEARLS;10002;1;10000;8;9996;16;10004;16;10005;534;;;10003.0;0.0
2;2000;COCONUTS;7924;1457;7923;853;7922;959;7925;403;7926;920;7927;1444;7924.5;0.0
2;2000;BERRIES;3850;4;3849;9;3848;96;3852;18;3853;259;3854;719;3851.0;0.0
2;2000;BANANAS;4826;1;4823;1;4822;173;4827;63;4828;327;4829;166;4826.5;0.0
2;2000;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;2000;PINA_COLADAS;14850;202;14848;418;14847;278;14851;27;14852;64;14853;262;14850.5;0.0
2;2100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;2100;BANANAS;4826;1;4825;5;4823;1;4827;63;4828;356;4829;166;4826.5;0.0
2;2100;DIVING_GEAR;99186;27;99183;14;99182;43;99197;49;99198;24;99199;26;99191.5;0.0
2;2100;PEARLS;10002;1;10000;8;9996;16;10004;16;10005;563;;;10003.0;0.0
2;2100;COCONUTS;7924;1274;7923;853;7922;999;7925;403;7926;920;7927;1444;7924.5;0.0
2;2100;BERRIES;3850;4;3849;9;3848;96;3852;18;3853;259;3854;738;3851.0;0.0
2;2100;PINA_COLADAS;14850;108;14848;418;14847;278;14851;27;14852;64;14853;262;14850.5;0.0
2;2200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;2200;PINA_COLADAS;14850;9;14848;418;14847;278;14851;27;14852;64;14853;262;14850.5;0.0
2;2200;DIVING_GEAR;99186;5;99183;14;99182;43;99197;49;99198;24;99199;26;99191.5;0.0
2;2200;COCONUTS;7924;1098;7923;853;7922;999;7925;403;7926;920;7927;1444;7924.5;0.0
2;2200;BERRIES;3850;4;3849;9;3848;96;3852;18;3853;259;3854;751;3851.0;0.0
2;2200;PEARLS;10002;2;10000;8;9996;17;10004;17;10005;591;;;10003.0;0.0
2;2200;BANANAS;4826;1;4825;5;4823;1;4827;63;4828;385;4829;166;4826.5;0.0
2;2300;PEARLS;10002;1;10000;8;9996;19;10004;19;10005;611;;;10003.0;0.0
2;2300;BANANAS;4825;5;4823;1;4822;204;4827;63;4828;407;4829;166;4826.0;0.0
2;2300;COCONUTS;7924;1030;7923;853;7922;1169;7925;505;7926;920;7927;1444;7924.5;0.0
2;2300;DIVING_GEAR;99182;39;99181;18;99179;35;99197;49;99198;24;99199;26;99189.5;0.0
2;2300;BERRIES;3850;9;3849;9;3848;96;3852;18;3853;259;3854;769;3851.0;0.0
2;2300;PINA_COLADAS;14848;327;14847;278;14846;95;14851;27;14852;64;14853;262;14849.5;0.0
2;2300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;2400;COCONUTS;7924;1030;7923;853;7922;1356;7925;692;7926;920;7927;1444;7924.5;0.0
2;2400;DIVING_GEAR;99182;14;99181;18;99179;35;99197;49;99198;24;99199;26;99189.5;0.0
2;2400;BERRIES;3848;96;3847;341;3846;690;3849;5;3852;18;3853;274;3848.5;0.0
2;2400;PEARLS;10002;1;10000;8;9996;20;10004;20;10005;635;;;10003.0;0.0
2;2400;BANANAS;4825;5;4823;1;4822;205;4827;63;4828;432;4829;166;4826.0;0.0
2;2400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;2400;PINA_COLADAS;14848;251;14847;278;14846;95;14851;27;14852;64;14853;262;14849.5;0.0
2;2500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;2500;PEARLS;10002;1;10000;8;9996;21;10004;21;10005;663;;;10003.0;0.0
2;2500;BANANAS;4825;5;4823;1;4822;206;4827;63;4828;461;4829;166;4826.0;0.0
2;2500;COCONUTS;7924;1030;7923;853;7922;1500;7925;836;7926;920;7927;1444;7924.5;0.0
2;2500;BERRIES;3848;96;3847;341;3846;704;3849;5;3852;18;3853;288;3848.5;0.0
2;2500;DIVING_GEAR;99182;14;99181;37;99179;35;99184;19;99197;49;99198;24;99183.0;0.0
2;2500;PINA_COLADAS;14848;164;14847;278;14846;95;14851;27;14852;64;14853;262;14849.5;0.0
2;2600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;2600;PINA_COLADAS;14848;164;14847;386;14846;95;14850;38;14851;97;14852;64;14849.0;0.0
2;2600;COCONUTS;7924;1030;7923;853;7922;1655;7925;991;7926;920;7927;1444;7924.5;0.0
2;2600;BERRIES;3848;96;3847;341;3846;715;3849;5;3852;18;3853;299;3848.5;0.0
2;2600;DIVING_GEAR;99181;35;99179;40;99178;43;99184;19;99197;49;99198;24;99182.5;0.0
2;2600;PEARLS;10002;1;10000;8;9996;23;10004;23;10005;685;;;10003.0;0.0
2;2600;BANANAS;4825;4;4823;1;4822;206;4827;63;4828;485;4829;166;4826.0;0.0
2;2700;PEARLS;10002;1;10000;8;9996;25;10004;25;10005;711;;;10003.0;0.0
2;2700;BANANAS;4825;4;4823;1;4822;206;4827;63;4828;513;4829;166;4826.0;0.0
2;2700;COCONUTS;7924;808;7923;853;7922;1655;7925;991;7926;920;7927;1444;7924.5;0.0
2;2700;BERRIES;3848;96;3847;341;3846;734;3849;5;3852;18;3853;373;3848.5;0.0
2;2700;DIVING_GEAR;99190;8;99181;35;99179;40;99192;8;99193;19;99197;49;99191.0;0.0
2;2700;PINA_COLADAS;14848;164;14847;410;14846;151;14850;118;14851;97;14852;64;14849.0;0.0
2;2700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;2800;COCONUTS;7924;598;7923;853;7922;1655;7925;991;7926;920;7927;1444;7924.5;0.0
2;2800;BERRIES;3848;96;3847;341;3846;734;3849;5;3852;38;3853;420;3848.5;0.0
2;2800;DIVING_GEAR;99190;3;99188;5;99187;20;99191;20;99192;8;99193;19;99190.5;0.0
2;2800;PEARLS;10002;1;10000;8;9996;27;10004;27;10005;741;;;10003.0;0.0
2;2800;BANANAS;4825;4;4823;1;4822;206;4827;63;4828;545;4829;166;4826.0;0.0
2;2800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;2800;PINA_COLADAS;14848;78;14847;410;14846;151;14850;118;14851;97;14852;64;14849.0;0.0
2;2900;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;2900;BANANAS;4825;4;4823;1;4822;208;4827;63;4828;576;4829;166;4826.0;0.0
2;2900;PEARLS;10002;1;10000;8;9996;29;10004;29;10005;770;;;10003.0;0.0
2;2900;COCONUTS;7924;426;7923;853;7922;1655;7925;991;7926;920;7927;1444;7924.5;0.0
2;2900;BERRIES;3848;96;3847;341;3846;734;3849;5;3851;12;3852;95;3848.5;0.0
2;2900;DIVING_GEAR;99187;20;99186;10;99185;12;99188;5;99189;9;99191;20;99187.5;0.0
2;2900;PINA_COLADAS;14847;383;14846;151;14845;94;14850;118;14851;97;14852;64;14848.5;0.0
2;3000;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;3000;PINA_COLADAS;14847;284;14846;151;14845;94;14850;118;14851;97;14852;64;14848.5;0.0
2;3000;COCONUTS;7924;262;7923;853;7922;1655;7925;991;7926;920;7927;1444;7924.5;0.0
2;3000;BERRIES;3848;96;3847;341;3846;734;3849;5;3851;12;3852;106;3848.5;0.0
2;3000;DIVING_GEAR;99187;2;99186;10;99185;12;99188;5;99189;9;99191;20;99187.5;0.0
2;3000;BANANAS;4826;13;4825;3;4823;1;4827;63;4828;607;4829;166;4826.5;0.0
2;3000;PEARLS;10002;0;10000;8;9996;31;10004;31;10005;799;;;10003.0;0.0
2;3100;BANANAS;4826;3;4825;3;4823;1;4827;63;4828;635;4829;166;4826.5;0.0
2;3100;DIVING_GEAR;99182;7;99181;46;99179;40;99188;5;99189;9;99191;20;99185.0;0.0
2;3100;PEARLS;10000;8;9996;33;9995;825;10002;10;10004;33;10005;825;10001.0;0.0
2;3100;COCONUTS;7924;52;7923;853;7922;1655;7925;991;7926;920;7927;1444;7924.5;0.0
2;3100;BERRIES;3848;96;3847;341;3846;753;3849;5;3851;12;3852;106;3848.5;0.0
2;3100;PINA_COLADAS;14847;180;14846;151;14845;94;14850;118;14851;97;14852;64;14848.5;0.0
2;3100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;3200;COCONUTS;7923;750;7922;1655;7921;541;7925;991;7926;920;7927;1444;7924.0;0.0
2;3200;BERRIES;3848;96;3847;341;3846;813;3849;5;3851;12;3852;106;3848.5;0.0
2;3200;BANANAS;4826;3;4825;3;4823;1;4827;63;4828;658;4829;166;4826.5;0.0
2;3200;DIVING_GEAR;99181;46;99179;65;99178;43;99182;18;99188;5;99189;9;99181.5;0.0
2;3200;PEARLS;10000;8;9996;33;9995;848;10002;10;10004;33;10005;848;10001.0;0.0
2;3200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;3200;PINA_COLADAS;14847;95;14846;151;14845;94;14850;118;14851;97;14852;64;14848.5;0.0
2;3300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;3300;BANANAS;4826;4;4825;3;4823;1;4827;63;4828;685;4829;166;4826.5;0.0
2;3300;DIVING_GEAR;99181;46;99179;65;99178;43;99182;1;99188;5;99189;15;99181.5;0.0
2;3300;PEARLS;10000;8;9996;33;9995;875;10002;10;10004;33;10005;875;10001.0;0.0
2;3300;COCONUTS;7923;567;7922;1655;7921;541;7925;991;7926;920;7927;1444;7924.0;0.0
2;3300;BERRIES;3848;96;3847;352;3846;869;3849;5;3851;12;3852;106;3848.5;0.0
2;3300;PINA_COLADAS;14846;145;14845;94;14844;199;14850;118;14851;97;14852;64;14848.0;0.0
2;3400;PINA_COLADAS;14846;60;14845;94;14844;199;14850;118;14851;97;14852;64;14848.0;0.0
2;3400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;3400;BERRIES;3848;96;3847;371;3846;921;3849;5;3851;12;3852;106;3848.5;0.0
2;3400;BANANAS;4826;4;4825;3;4823;1;4827;63;4828;712;4829;166;4826.5;0.0
2;3400;DIVING_GEAR;99187;24;99181;46;99179;65;99188;5;99189;15;99190;36;99187.5;0.0
2;3400;PEARLS;10000;8;9996;35;9995;900;10002;10;10004;35;10005;900;10001.0;0.0
2;3400;COCONUTS;7923;405;7922;1655;7921;541;7925;991;7926;920;7927;1444;7924.0;0.0
2;3500;BANANAS;4826;4;4825;3;4823;1;4827;92;4828;712;4829;166;4826.5;0.0
2;3500;DIVING_GEAR;99187;8;99182;5;99181;57;99188;5;99189;15;99190;36;99187.5;0.0
2;3500;PEARLS;10000;8;9996;35;9995;929;10002;10;10004;35;10005;929;10001.0;0.0
2;3500;COCONUTS;7923;212;7922;1655;7921;541;7925;991;7926;920;7927;1444;7924.0;0.0
2;3500;BERRIES;3848;96;3847;371;3846;932;3849;5;3851;12;3852;106;3848.5;0.0
2;3500;PINA_COLADAS;14845;43;14844;199;14843;225;14850;118;14851;97;14852;64;14847.5;0.0
2;3500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;3600;BERRIES;3848;96;3847;381;3846;975;3849;5;3851;12;3852;106;3848.5;0.0
2;3600;BANANAS;4826;4;4825;3;4823;1;4827;117;4828;712;4829;166;4826.5;0.0
2;3600;DIVING_GEAR;99183;18;99182;5;99181;57;99186;10;99188;5;99189;15;99184.5;0.0
2;3600;PEARLS;10000;8;9996;35;9995;954;10002;10;10004;35;10005;954;10001.0;0.0
2;3600;COCONUTS;7923;44;7922;1655;7921;541;7925;991;7926;920;7927;1444;7924.0;0.0
2;3600;PINA_COLADAS;14844;154;14843;225;14842;60;14850;118;14851;97;14852;64;14847.0;0.0
2;3600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;3700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;3700;BANANAS;4825;3;4823;1;4822;233;4826;17;4827;117;4828;712;4825.5;0.0
2;3700;DIVING_GEAR;99183;0;99182;5;99181;57;99186;10;99188;5;99189;15;99184.5;0.0
2;3700;PEARLS;10000;5;9998;9;9996;35;10002;10;10004;35;10005;974;10001.0;0.0
2;3700;COCONUTS;7922;1524;7921;541;7920;783;7925;991;7926;920;7927;1444;7923.5;0.0
2;3700;PINA_COLADAS;14844;76;14843;225;14842;60;14850;118;14851;97;14852;64;14847.0;0.0
2;3700;BERRIES;3848;96;3847;381;3846;987;3849;5;3851;12;3852;118;3848.5;0.0
2;3800;PINA_COLADAS;14843;212;14842;60;14840;287;14850;118;14851;97;14852;64;14846.5;0.0
2;3800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;3800;BERRIES;3848;96;3847;396;3846;1040;3851;6;3852;118;3853;604;3849.5;0.0
2;3800;BANANAS;4825;3;4823;1;4822;233;4826;41;4827;117;4828;712;4825.5;0.0
2;3800;DIVING_GEAR;99181;42;99179;65;99178;61;99186;10;99188;5;99189;15;99183.5;0.0
2;3800;PEARLS;10000;5;9998;9;9996;35;10002;10;10004;35;10005;998;10001.0;0.0
2;3800;COCONUTS;7922;1524;7921;541;7920;972;7923;189;7925;991;7926;920;7922.5;0.0
2;3900;BANANAS;4825;2;4824;1;4823;1;4826;66;4827;117;4828;712;4825.5;0.0
2;3900;DIVING_GEAR;99181;21;99179;65;99178;61;99186;10;99188;5;99189;15;99183.5;0.0
2;3900;PEARLS;10000;2;9998;9;9996;36;10002;10;10004;36;10005;1023;10001.0;0.0
2;3900;COCONUTS;7922;1524;7921;738;7920;972;7923;189;7924;197;7925;991;7922.5;0.0
2;3900;PINA_COLADAS;14843;127;14842;60;14840;287;14850;118;14851;97;14852;64;14846.5;0.0
